Customer_ID,Date,Product,Feedback,Rating,Age_Group,Location,Issue_Reported,Satisfaction_Score
CUST0565,2/3/2025,Truck,Exceeded my expectations,4,36-50,Illinois,Transmission,Satisfied
CUST0566,6/8/2024,Truck,Brakes are not responsive,3,51+,Texas,Other,Unsatisfied
CUST0567,5/21/2024,SUV,Transmission issues after 2 months,4,18-25,California,Transmission,Satisfied
CUST0568,10/19/2024,Sedan,Reliable and easy to maintain,4,51+,Ohio,Electrical,Satisfied
CUST0569,9/30/2024,Sedan,Brakes are not responsive,5,26-35,New York,Electrical,Satisfied
CUST0570,12/28/2024,SUV,Exceeded my expectations,1,18-25,Illinois,None,Unsatisfied
CUST0571,8/8/2024,Electric Car,Exceeded my expectations,5,36-50,New York,Electrical,Satisfied
CUST0572,10/5/2024,Electric Car,Reliable and easy to maintain,3,18-25,Michigan,Engine,Unsatisfied
CUST0573,7/31/2024,Electric Car,Battery life could be better,1,51+,California,Electrical,Unsatisfied
CUST0574,3/24/2025,Hybrid,Excellent performance and smooth ride,1,51+,Ohio,Transmission,Unsatisfied
CUST0575,5/25/2024,Truck,Engine noise is too loud,2,51+,Texas,Brakes,Unsatisfied
CUST0576,10/23/2024,Hybrid,Excellent performance and smooth ride,1,26-35,California,Engine,Unsatisfied
CUST0577,3/21/2025,Truck,Reliable and easy to maintain,5,26-35,New York,Battery,Satisfied
CUST0578,4/17/2024,SUV,Reliable and easy to maintain,5,18-25,Illinois,Electrical,Satisfied
CUST0579,11/3/2024,Truck,Battery life could be better,4,36-50,California,Transmission,Satisfied
CUST0580,10/9/2024,SUV,Very comfortable and fuel efficient,5,36-50,Illinois,AC,Satisfied
CUST0581,12/16/2024,Electric Car,Engine noise is too loud,1,18-25,Michigan,Brakes,Unsatisfied
CUST0582,6/1/2024,Sedan,Exceeded my expectations,3,36-50,Illinois,None,Unsatisfied
CUST0583,3/29/2025,Sedan,AC stopped working after a week,3,26-35,California,Other,Unsatisfied
CUST0584,4/11/2025,Truck,AC stopped working after a week,3,51+,California,Engine,Unsatisfied
CUST0585,3/18/2025,Sedan,Very comfortable and fuel efficient,3,26-35,Texas,Electrical,Unsatisfied
CUST0586,9/24/2024,Truck,Very comfortable and fuel efficient,5,36-50,Michigan,Engine,Satisfied
CUST0587,1/8/2025,Hybrid,Transmission issues after 2 months,4,18-25,Michigan,Electrical,Satisfied
CUST0588,11/2/2024,Truck,Transmission issues after 2 months,5,26-35,Illinois,Battery,Satisfied
CUST0589,5/16/2024,SUV,Exceeded my expectations,3,36-50,Texas,AC,Unsatisfied
CUST0590,6/22/2024,Electric Car,Exceeded my expectations,2,36-50,California,Other,Unsatisfied
CUST0591,8/16/2024,Sedan,Exceeded my expectations,5,26-35,New York,None,Satisfied
CUST0592,12/15/2024,Hybrid,Engine noise is too loud,3,36-50,Michigan,Other,Unsatisfied
CUST0593,2/11/2025,Electric Car,Battery life could be better,4,26-35,Michigan,Brakes,Satisfied
CUST0594,3/19/2025,Hybrid,Engine noise is too loud,5,26-35,Ohio,None,Satisfied
CUST0595,9/13/2024,Sedan,Reliable and easy to maintain,2,51+,New York,Brakes,Unsatisfied
CUST0596,12/13/2024,Electric Car,Brakes are not responsive,5,26-35,Illinois,Brakes,Satisfied
CUST0597,12/12/2024,Electric Car,Brakes are not responsive,5,51+,Michigan,None,Satisfied
CUST0598,10/13/2024,Truck,Excellent performance and smooth ride,5,36-50,New York,Other,Satisfied
CUST0599,6/18/2024,Electric Car,Excellent performance and smooth ride,5,51+,Texas,Other,Satisfied
CUST0600,1/19/2025,Truck,Excellent performance and smooth ride,2,36-50,Ohio,Engine,Unsatisfied
CUST0601,10/3/2024,Truck,Brakes are not responsive,4,51+,Texas,Battery,Satisfied
CUST0602,4/12/2025,SUV,Great design and technology features,5,26-35,New York,None,Satisfied
CUST0603,1/1/2025,Sedan,Excellent performance and smooth ride,4,26-35,New York,Other,Satisfied
CUST0604,2/2/2025,Sedan,Brakes are not responsive,1,51+,Michigan,Engine,Unsatisfied
CUST0605,10/24/2024,Hybrid,AC stopped working after a week,5,36-50,Michigan,Battery,Satisfied
CUST0606,9/30/2024,Truck,Excellent performance and smooth ride,5,18-25,New York,Engine,Satisfied
CUST0607,1/5/2025,Sedan,Reliable and easy to maintain,4,18-25,Michigan,None,Satisfied
CUST0608,12/7/2024,Sedan,Reliable and easy to maintain,5,51+,Michigan,None,Satisfied
CUST0609,7/26/2024,Sedan,Battery life could be better,3,18-25,Illinois,Other,Unsatisfied
CUST0610,11/15/2024,Electric Car,Very comfortable and fuel efficient,3,36-50,Illinois,Transmission,Unsatisfied
CUST0611,9/28/2024,Truck,Engine noise is too loud,5,26-35,California,Electrical,Satisfied
CUST0612,3/16/2025,Hybrid,Battery life could be better,4,36-50,New York,Transmission,Satisfied
CUST0613,3/4/2025,Hybrid,Exceeded my expectations,1,18-25,California,Brakes,Unsatisfied
CUST0614,6/2/2024,Electric Car,Exceeded my expectations,2,26-35,California,None,Unsatisfied
CUST0615,10/11/2024,Truck,Brakes are not responsive,1,51+,California,Electrical,Unsatisfied
CUST0616,9/18/2024,Hybrid,Reliable and easy to maintain,5,36-50,Illinois,None,Satisfied
CUST0617,11/2/2024,Hybrid,Excellent performance and smooth ride,5,26-35,Texas,Electrical,Satisfied
CUST0618,3/20/2025,Sedan,Excellent performance and smooth ride,2,51+,Ohio,Other,Unsatisfied
CUST0619,4/28/2024,Electric Car,Transmission issues after 2 months,4,51+,Illinois,Electrical,Satisfied
CUST0620,5/27/2024,SUV,Great design and technology features,4,26-35,Texas,Brakes,Satisfied
CUST0621,8/29/2024,SUV,Very comfortable and fuel efficient,2,26-35,Texas,Electrical,Unsatisfied
CUST0622,4/21/2024,Hybrid,Reliable and easy to maintain,2,26-35,Ohio,Electrical,Unsatisfied
CUST0623,12/2/2024,SUV,Brakes are not responsive,5,26-35,Ohio,Battery,Satisfied
CUST0624,4/10/2025,SUV,Battery life could be better,3,51+,Illinois,AC,Unsatisfied
CUST0625,12/26/2024,Electric Car,Reliable and easy to maintain,3,51+,California,Battery,Unsatisfied
CUST0626,3/25/2025,Truck,Transmission issues after 2 months,1,18-25,Michigan,Other,Unsatisfied
CUST0627,8/30/2024,Hybrid,Reliable and easy to maintain,5,51+,New York,AC,Satisfied
CUST0628,11/3/2024,Truck,Very comfortable and fuel efficient,3,36-50,New York,None,Unsatisfied
CUST0629,8/26/2024,Electric Car,Very comfortable and fuel efficient,2,18-25,Ohio,None,Unsatisfied
CUST0630,2/1/2025,Electric Car,Reliable and easy to maintain,4,36-50,New York,Battery,Satisfied
CUST0631,6/19/2024,Truck,Reliable and easy to maintain,1,26-35,California,Other,Unsatisfied
CUST0632,8/1/2024,Electric Car,Reliable and easy to maintain,4,51+,New York,None,Satisfied
CUST0633,10/3/2024,Sedan,Reliable and easy to maintain,3,36-50,Ohio,Battery,Unsatisfied
CUST0634,12/29/2024,Hybrid,Excellent performance and smooth ride,2,51+,Illinois,None,Unsatisfied
CUST0635,11/13/2024,Truck,Excellent performance and smooth ride,1,26-35,Illinois,None,Unsatisfied
CUST0636,4/18/2024,Electric Car,Great design and technology features,2,36-50,California,AC,Unsatisfied
CUST0637,9/28/2024,Sedan,Very comfortable and fuel efficient,1,26-35,New York,AC,Unsatisfied
CUST0638,7/22/2024,Truck,Engine noise is too loud,3,26-35,Illinois,AC,Unsatisfied
CUST0639,2/16/2025,Hybrid,Engine noise is too loud,1,26-35,California,Battery,Unsatisfied
CUST0640,11/26/2024,SUV,AC stopped working after a week,4,51+,New York,Engine,Satisfied
CUST0641,2/9/2025,SUV,Engine noise is too loud,1,51+,Ohio,Other,Unsatisfied
CUST0642,3/16/2025,SUV,Reliable and easy to maintain,1,18-25,Michigan,Other,Unsatisfied
CUST0643,2/2/2025,Sedan,Exceeded my expectations,4,18-25,New York,AC,Satisfied
CUST0644,10/31/2024,Hybrid,Excellent performance and smooth ride,4,26-35,Illinois,AC,Satisfied
CUST0645,4/23/2024,Truck,Transmission issues after 2 months,4,26-35,California,Brakes,Satisfied
CUST0646,1/2/2025,Truck,Brakes are not responsive,5,51+,California,Engine,Satisfied
CUST0647,3/30/2025,Hybrid,Brakes are not responsive,4,36-50,New York,Battery,Satisfied
CUST0648,3/3/2025,SUV,Very comfortable and fuel efficient,5,18-25,Texas,Transmission,Satisfied
CUST0649,7/27/2024,SUV,Engine noise is too loud,5,26-35,Ohio,Battery,Satisfied
CUST0650,8/28/2024,Electric Car,Battery life could be better,5,18-25,California,Engine,Satisfied
CUST0651,12/25/2024,Truck,Great design and technology features,4,26-35,California,AC,Satisfied
CUST0652,8/26/2024,Truck,Reliable and easy to maintain,5,36-50,California,Battery,Satisfied
CUST0653,2/12/2025,Sedan,AC stopped working after a week,1,36-50,California,None,Unsatisfied
CUST0654,2/26/2025,Sedan,Very comfortable and fuel efficient,4,18-25,Ohio,Other,Satisfied
CUST0655,12/23/2024,Electric Car,Transmission issues after 2 months,2,26-35,California,AC,Unsatisfied
CUST0656,1/22/2025,Hybrid,Exceeded my expectations,5,18-25,Illinois,None,Satisfied
CUST0657,7/5/2024,Electric Car,AC stopped working after a week,4,36-50,Michigan,Engine,Satisfied
CUST0658,6/5/2024,Sedan,Great design and technology features,3,36-50,California,Battery,Unsatisfied
CUST0659,1/1/2025,SUV,Very comfortable and fuel efficient,4,18-25,Illinois,Transmission,Satisfied
CUST0660,5/15/2024,Sedan,Battery life could be better,4,26-35,Ohio,Brakes,Satisfied
CUST0661,6/21/2024,Sedan,Excellent performance and smooth ride,2,26-35,Ohio,Other,Unsatisfied
CUST0662,4/1/2025,SUV,AC stopped working after a week,1,18-25,Texas,Transmission,Unsatisfied
CUST0663,5/13/2024,SUV,Transmission issues after 2 months,4,36-50,New York,Battery,Satisfied
CUST0664,10/11/2024,Electric Car,Brakes are not responsive,4,18-25,Michigan,AC,Satisfied
CUST0665,5/13/2024,Sedan,Reliable and easy to maintain,3,26-35,Texas,Transmission,Unsatisfied
CUST0666,9/3/2024,Truck,Exceeded my expectations,3,26-35,New York,Engine,Unsatisfied
CUST0667,2/21/2025,Hybrid,Battery life could be better,3,18-25,Ohio,Brakes,Unsatisfied
CUST0668,4/17/2024,Electric Car,Transmission issues after 2 months,3,26-35,Michigan,AC,Unsatisfied
CUST0669,3/21/2025,Sedan,Reliable and easy to maintain,5,51+,Michigan,Other,Satisfied
CUST0670,4/8/2025,Electric Car,Exceeded my expectations,3,18-25,Ohio,Transmission,Unsatisfied
CUST0671,11/16/2024,Truck,Great design and technology features,4,18-25,California,Battery,Satisfied
CUST0672,4/8/2025,Electric Car,AC stopped working after a week,4,18-25,California,Transmission,Satisfied
CUST0673,5/13/2024,Sedan,Exceeded my expectations,5,18-25,California,Other,Satisfied
CUST0674,3/3/2025,Electric Car,Transmission issues after 2 months,3,36-50,New York,Other,Unsatisfied
CUST0675,12/25/2024,Sedan,Reliable and easy to maintain,5,51+,California,Battery,Satisfied
CUST0676,7/8/2024,Hybrid,Battery life could be better,2,26-35,New York,Other,Unsatisfied
CUST0677,1/19/2025,Electric Car,Exceeded my expectations,4,51+,Ohio,AC,Satisfied
CUST0678,3/1/2025,Sedan,Transmission issues after 2 months,5,26-35,California,Brakes,Satisfied
CUST0679,5/24/2024,Truck,Exceeded my expectations,5,51+,Texas,Transmission,Satisfied
CUST0680,3/11/2025,Sedan,Reliable and easy to maintain,3,18-25,California,Other,Unsatisfied
CUST0681,10/17/2024,Hybrid,Exceeded my expectations,4,26-35,Ohio,Transmission,Satisfied
CUST0682,8/28/2024,Truck,Battery life could be better,4,51+,Illinois,Electrical,Satisfied
CUST0683,1/14/2025,Truck,Excellent performance and smooth ride,5,36-50,Texas,Engine,Satisfied
CUST0684,2/12/2025,SUV,Reliable and easy to maintain,4,51+,Illinois,None,Satisfied
CUST0685,5/25/2024,Sedan,Reliable and easy to maintain,3,18-25,Ohio,Other,Unsatisfied
CUST0686,6/23/2024,SUV,Exceeded my expectations,1,26-35,California,Battery,Unsatisfied
CUST0687,4/27/2024,Hybrid,Transmission issues after 2 months,4,36-50,Michigan,None,Satisfied
CUST0688,2/2/2025,Electric Car,Brakes are not responsive,1,36-50,California,AC,Unsatisfied
CUST0689,3/3/2025,Electric Car,Great design and technology features,3,26-35,Ohio,None,Unsatisfied
CUST0690,1/26/2025,Hybrid,Brakes are not responsive,3,26-35,Illinois,Battery,Unsatisfied
CUST0691,3/7/2025,Truck,Brakes are not responsive,4,36-50,Illinois,Other,Satisfied
CUST0692,3/30/2025,Truck,Engine noise is too loud,4,18-25,Texas,Other,Satisfied
CUST0693,1/2/2025,Hybrid,Brakes are not responsive,4,36-50,Texas,Other,Satisfied
CUST0694,1/15/2025,Sedan,Excellent performance and smooth ride,5,18-25,Illinois,None,Satisfied
CUST0695,8/9/2024,SUV,Very comfortable and fuel efficient,4,26-35,Illinois,Electrical,Satisfied
CUST0696,10/10/2024,Hybrid,Great design and technology features,5,51+,California,None,Satisfied
CUST0697,11/17/2024,SUV,Excellent performance and smooth ride,2,36-50,Ohio,Brakes,Unsatisfied
CUST0698,8/18/2024,SUV,Reliable and easy to maintain,4,36-50,Texas,Engine,Satisfied
CUST0699,12/20/2024,Hybrid,Reliable and easy to maintain,2,26-35,Michigan,Other,Unsatisfied
CUST0700,6/16/2024,Hybrid,Transmission issues after 2 months,1,18-25,Illinois,Other,Unsatisfied
CUST0701,10/27/2024,Truck,Brakes are not responsive,4,26-35,California,Electrical,Satisfied
CUST0702,2/17/2025,Truck,Transmission issues after 2 months,3,26-35,New York,Engine,Unsatisfied
CUST0703,10/12/2024,Sedan,AC stopped working after a week,4,51+,New York,Other,Satisfied
CUST0704,4/17/2025,Truck,Engine noise is too loud,1,36-50,Texas,Brakes,Unsatisfied
CUST0705,7/13/2024,Sedan,Brakes are not responsive,4,36-50,California,Other,Satisfied
CUST0706,6/29/2024,Electric Car,Reliable and easy to maintain,4,26-35,Texas,Brakes,Satisfied
CUST0707,1/8/2025,Sedan,Very comfortable and fuel efficient,5,36-50,California,Electrical,Satisfied
CUST0708,11/20/2024,Hybrid,Very comfortable and fuel efficient,4,18-25,Illinois,Other,Satisfied
CUST0709,12/11/2024,SUV,Brakes are not responsive,4,51+,Illinois,Other,Satisfied
CUST0710,5/17/2024,SUV,Reliable and easy to maintain,1,36-50,California,Battery,Unsatisfied
CUST0711,10/26/2024,Hybrid,AC stopped working after a week,3,18-25,Ohio,Engine,Unsatisfied
CUST0712,5/12/2024,Sedan,Great design and technology features,4,26-35,Illinois,Other,Satisfied
CUST0713,5/9/2024,Hybrid,Transmission issues after 2 months,4,51+,California,Transmission,Satisfied
CUST0714,10/27/2024,Truck,AC stopped working after a week,3,18-25,Illinois,Battery,Unsatisfied
CUST0715,12/2/2024,Electric Car,Battery life could be better,1,26-35,California,Engine,Unsatisfied
CUST0716,3/22/2025,Sedan,Very comfortable and fuel efficient,3,51+,New York,Engine,Unsatisfied
CUST0717,11/22/2024,Electric Car,Battery life could be better,4,36-50,Michigan,Engine,Satisfied
CUST0718,5/31/2024,SUV,Great design and technology features,5,18-25,California,Transmission,Satisfied
CUST0719,9/15/2024,Hybrid,Excellent performance and smooth ride,3,18-25,Michigan,None,Unsatisfied
CUST0720,7/1/2024,Sedan,Great design and technology features,4,26-35,New York,None,Satisfied
CUST0721,6/12/2024,Electric Car,Transmission issues after 2 months,4,26-35,Texas,None,Satisfied
CUST0722,9/23/2024,Sedan,Transmission issues after 2 months,3,36-50,Ohio,None,Unsatisfied
CUST0723,3/31/2025,SUV,Exceeded my expectations,1,18-25,Illinois,Engine,Unsatisfied
CUST0724,5/1/2024,Hybrid,Excellent performance and smooth ride,5,26-35,New York,Engine,Satisfied
CUST0725,12/10/2024,Electric Car,Battery life could be better,3,36-50,Texas,Battery,Unsatisfied
CUST0726,6/6/2024,Truck,Very comfortable and fuel efficient,3,26-35,Michigan,Other,Unsatisfied
CUST0727,7/9/2024,Sedan,Great design and technology features,4,18-25,California,Other,Satisfied
CUST0728,3/2/2025,Electric Car,Great design and technology features,4,26-35,New York,None,Satisfied
CUST0729,3/2/2025,Hybrid,AC stopped working after a week,3,18-25,Illinois,Other,Unsatisfied
CUST0730,10/1/2024,Sedan,Reliable and easy to maintain,4,51+,Ohio,Other,Satisfied
CUST0731,2/26/2025,Truck,Excellent performance and smooth ride,5,26-35,New York,Other,Satisfied
CUST0732,8/25/2024,Sedan,Battery life could be better,5,26-35,New York,Engine,Satisfied
CUST0733,12/2/2024,Truck,Excellent performance and smooth ride,3,51+,California,Brakes,Unsatisfied
CUST0734,1/23/2025,Hybrid,Battery life could be better,4,36-50,Ohio,Transmission,Satisfied
CUST0735,4/5/2025,Sedan,Reliable and easy to maintain,4,18-25,Texas,AC,Satisfied
CUST0736,4/14/2025,Sedan,Exceeded my expectations,5,26-35,California,Transmission,Satisfied
CUST0737,4/21/2024,Hybrid,Engine noise is too loud,4,18-25,California,Brakes,Satisfied
CUST0738,6/23/2024,Electric Car,Brakes are not responsive,3,51+,Ohio,Electrical,Unsatisfied
CUST0739,3/28/2025,Sedan,Excellent performance and smooth ride,5,51+,Texas,AC,Satisfied
CUST0740,5/21/2024,Sedan,Brakes are not responsive,3,36-50,Ohio,AC,Unsatisfied
CUST0741,6/24/2024,Electric Car,Brakes are not responsive,3,26-35,California,Electrical,Unsatisfied
CUST0742,7/20/2024,Sedan,Transmission issues after 2 months,4,36-50,Ohio,Engine,Satisfied
CUST0743,8/15/2024,Hybrid,Brakes are not responsive,2,18-25,New York,Battery,Unsatisfied
CUST0744,6/14/2024,SUV,Battery life could be better,2,26-35,Texas,AC,Unsatisfied
CUST0745,11/27/2024,SUV,Reliable and easy to maintain,4,26-35,Texas,Transmission,Satisfied
CUST0746,1/10/2025,Truck,AC stopped working after a week,4,51+,California,Battery,Satisfied
CUST0747,8/29/2024,Sedan,AC stopped working after a week,5,18-25,Illinois,None,Satisfied
CUST0748,6/27/2024,SUV,Brakes are not responsive,4,36-50,Michigan,AC,Satisfied
CUST0749,3/16/2025,SUV,Exceeded my expectations,5,18-25,Illinois,Transmission,Satisfied
CUST0750,10/13/2024,Truck,AC stopped working after a week,1,18-25,Ohio,Engine,Unsatisfied
CUST0751,7/10/2024,SUV,Great design and technology features,4,36-50,Ohio,Brakes,Satisfied
CUST0752,9/1/2024,Hybrid,Excellent performance and smooth ride,3,18-25,Texas,Other,Unsatisfied
CUST0753,11/16/2024,Electric Car,AC stopped working after a week,4,51+,Texas,Battery,Satisfied
CUST0754,10/26/2024,Truck,Exceeded my expectations,4,36-50,Illinois,AC,Satisfied
CUST0755,5/13/2024,SUV,Great design and technology features,5,36-50,California,Brakes,Satisfied
CUST0756,7/26/2024,Sedan,Reliable and easy to maintain,3,51+,Michigan,Transmission,Unsatisfied
CUST0757,8/29/2024,SUV,Engine noise is too loud,5,18-25,Ohio,Battery,Satisfied
CUST0758,9/6/2024,Truck,Transmission issues after 2 months,4,51+,Michigan,Battery,Satisfied
CUST0759,9/10/2024,Sedan,Battery life could be better,5,51+,Texas,None,Satisfied
CUST0760,4/8/2025,Hybrid,Transmission issues after 2 months,3,51+,California,Brakes,Unsatisfied
CUST0761,4/4/2025,Hybrid,Exceeded my expectations,3,36-50,Michigan,Other,Unsatisfied
CUST0762,9/13/2024,Hybrid,Great design and technology features,4,26-35,Ohio,Other,Satisfied
CUST0763,12/21/2024,Truck,Reliable and easy to maintain,4,26-35,Ohio,None,Satisfied
CUST0764,4/15/2025,Hybrid,Very comfortable and fuel efficient,5,51+,California,Transmission,Satisfied
CUST0765,2/2/2025,SUV,Great design and technology features,3,26-35,Illinois,Brakes,Unsatisfied
CUST0766,8/23/2024,SUV,Excellent performance and smooth ride,3,51+,Michigan,Electrical,Unsatisfied
CUST0767,11/15/2024,Truck,Brakes are not responsive,2,36-50,Illinois,Electrical,Unsatisfied
CUST0768,5/20/2024,Electric Car,Very comfortable and fuel efficient,2,51+,New York,AC,Unsatisfied
CUST0769,3/26/2025,Truck,Great design and technology features,4,36-50,Illinois,Transmission,Satisfied
CUST0770,7/20/2024,SUV,Very comfortable and fuel efficient,3,18-25,Texas,Other,Unsatisfied
CUST0771,7/11/2024,Sedan,Great design and technology features,2,51+,Texas,None,Unsatisfied
CUST0772,8/28/2024,Truck,Engine noise is too loud,1,18-25,Texas,Other,Unsatisfied
CUST0773,12/27/2024,Sedan,Transmission issues after 2 months,4,36-50,New York,Battery,Satisfied
CUST0774,4/21/2024,Truck,Reliable and easy to maintain,4,51+,Illinois,Electrical,Satisfied
CUST0775,11/2/2024,Truck,Battery life could be better,2,36-50,Michigan,Other,Unsatisfied
CUST0776,11/25/2024,Sedan,Transmission issues after 2 months,4,26-35,New York,Brakes,Satisfied
CUST0777,5/27/2024,SUV,Battery life could be better,5,26-35,Ohio,Electrical,Satisfied
CUST0778,7/20/2024,Truck,Battery life could be better,3,26-35,Ohio,Transmission,Unsatisfied
CUST0779,12/11/2024,SUV,Great design and technology features,2,51+,California,Engine,Unsatisfied
CUST0780,4/25/2024,Electric Car,Brakes are not responsive,2,26-35,Illinois,Transmission,Unsatisfied
CUST0781,3/15/2025,Truck,Engine noise is too loud,5,18-25,California,Transmission,Satisfied
CUST0782,11/27/2024,Electric Car,Battery life could be better,1,36-50,Illinois,Brakes,Unsatisfied
CUST0783,1/5/2025,Sedan,Excellent performance and smooth ride,3,26-35,Michigan,AC,Unsatisfied
CUST0784,6/9/2024,Sedan,Excellent performance and smooth ride,5,26-35,Michigan,Other,Satisfied
CUST0785,11/12/2024,Electric Car,AC stopped working after a week,2,36-50,Ohio,Transmission,Unsatisfied
CUST0786,7/9/2024,SUV,Excellent performance and smooth ride,4,26-35,California,Brakes,Satisfied
CUST0787,6/5/2024,Electric Car,Very comfortable and fuel efficient,5,26-35,Michigan,Battery,Satisfied
CUST0788,6/21/2024,Electric Car,Great design and technology features,3,26-35,New York,Brakes,Unsatisfied
CUST0789,5/13/2024,Hybrid,Excellent performance and smooth ride,4,26-35,Texas,Transmission,Satisfied
CUST0790,6/2/2024,SUV,AC stopped working after a week,4,51+,Texas,Battery,Satisfied
CUST0791,8/31/2024,Truck,Great design and technology features,4,26-35,Illinois,Transmission,Satisfied
CUST0792,10/15/2024,Electric Car,Battery life could be better,5,18-25,New York,Engine,Satisfied
CUST0793,3/19/2025,Sedan,Engine noise is too loud,5,26-35,Ohio,None,Satisfied
CUST0794,12/21/2024,Sedan,Exceeded my expectations,2,18-25,Michigan,Electrical,Unsatisfied
CUST0795,1/21/2025,Truck,Engine noise is too loud,4,18-25,California,Battery,Satisfied
CUST0796,1/16/2025,Sedan,Engine noise is too loud,4,18-25,California,Transmission,Satisfied
CUST0797,5/8/2024,Truck,AC stopped working after a week,4,36-50,Illinois,Brakes,Satisfied
CUST0798,7/1/2024,Truck,Brakes are not responsive,3,26-35,Ohio,Other,Unsatisfied
CUST0799,7/19/2024,Truck,Brakes are not responsive,4,36-50,Illinois,Battery,Satisfied
CUST0800,1/14/2025,Truck,Very comfortable and fuel efficient,1,26-35,New York,Brakes,Unsatisfied
CUST0801,9/3/2024,SUV,Excellent performance and smooth ride,5,51+,Ohio,Battery,Satisfied
CUST0802,8/30/2024,Truck,Excellent performance and smooth ride,4,36-50,Ohio,Engine,Satisfied
CUST0803,7/25/2024,Truck,Brakes are not responsive,2,36-50,Illinois,None,Unsatisfied
CUST0804,10/14/2024,Electric Car,Very comfortable and fuel efficient,2,18-25,Texas,Brakes,Unsatisfied
CUST0805,8/2/2024,Truck,Great design and technology features,2,26-35,Ohio,Battery,Unsatisfied
CUST0806,10/5/2024,Truck,Battery life could be better,4,26-35,Illinois,Transmission,Satisfied
CUST0807,2/26/2025,Hybrid,Exceeded my expectations,3,51+,Illinois,Electrical,Unsatisfied
CUST0808,4/10/2025,SUV,Reliable and easy to maintain,4,51+,New York,None,Satisfied
CUST0809,9/22/2024,Hybrid,Engine noise is too loud,4,18-25,Illinois,AC,Satisfied
CUST0810,2/1/2025,Electric Car,AC stopped working after a week,5,18-25,Ohio,Brakes,Satisfied
CUST0811,10/30/2024,Hybrid,Reliable and easy to maintain,4,18-25,Texas,Engine,Satisfied
CUST0812,4/1/2025,Sedan,Great design and technology features,5,18-25,Michigan,Battery,Satisfied
CUST0813,9/23/2024,Truck,Engine noise is too loud,1,26-35,Ohio,None,Unsatisfied
CUST0814,3/17/2025,SUV,Engine noise is too loud,5,26-35,Ohio,Other,Satisfied
CUST0815,6/1/2024,SUV,Engine noise is too loud,3,26-35,California,Electrical,Unsatisfied
CUST0816,5/27/2024,SUV,Reliable and easy to maintain,2,26-35,California,Battery,Unsatisfied
CUST0817,10/25/2024,Truck,Exceeded my expectations,5,36-50,Illinois,Battery,Satisfied
CUST0818,3/10/2025,SUV,Reliable and easy to maintain,4,36-50,Ohio,Transmission,Satisfied
CUST0819,5/12/2024,Truck,Great design and technology features,4,36-50,Texas,None,Satisfied
CUST0820,2/24/2025,Hybrid,Reliable and easy to maintain,1,26-35,Illinois,Other,Unsatisfied
CUST0821,10/10/2024,SUV,Reliable and easy to maintain,4,26-35,Texas,AC,Satisfied
CUST0822,8/26/2024,Hybrid,AC stopped working after a week,4,18-25,California,Battery,Satisfied
CUST0823,9/5/2024,Sedan,Battery life could be better,4,36-50,Ohio,Transmission,Satisfied
CUST0824,8/6/2024,Hybrid,Engine noise is too loud,2,18-25,Ohio,Battery,Unsatisfied
CUST0825,10/17/2024,Electric Car,Exceeded my expectations,1,36-50,Michigan,Transmission,Unsatisfied
CUST0826,1/31/2025,Sedan,Brakes are not responsive,4,51+,New York,AC,Satisfied
CUST0827,8/11/2024,Truck,Excellent performance and smooth ride,5,26-35,Texas,Battery,Satisfied
CUST0828,9/8/2024,Electric Car,Brakes are not responsive,2,26-35,Ohio,None,Unsatisfied
CUST0829,1/26/2025,SUV,Brakes are not responsive,4,18-25,Ohio,Electrical,Satisfied
CUST0830,1/29/2025,SUV,Brakes are not responsive,5,26-35,Illinois,Brakes,Satisfied
CUST0831,11/25/2024,Truck,Engine noise is too loud,5,26-35,California,Electrical,Satisfied
CUST0832,2/24/2025,SUV,Excellent performance and smooth ride,3,26-35,Texas,None,Unsatisfied
CUST0833,7/14/2024,Sedan,Exceeded my expectations,3,51+,Ohio,None,Unsatisfied
CUST0834,12/28/2024,Electric Car,Great design and technology features,1,36-50,New York,Electrical,Unsatisfied
CUST0835,11/24/2024,Sedan,Transmission issues after 2 months,5,36-50,California,Engine,Satisfied
CUST0836,10/7/2024,Sedan,Reliable and easy to maintain,1,51+,Illinois,Other,Unsatisfied
CUST0837,3/4/2025,Hybrid,Battery life could be better,4,36-50,Ohio,AC,Satisfied
CUST0838,8/15/2024,Sedan,Battery life could be better,1,26-35,New York,Transmission,Unsatisfied
CUST0839,10/5/2024,Sedan,Reliable and easy to maintain,5,36-50,New York,Other,Satisfied
CUST0840,8/9/2024,Hybrid,Transmission issues after 2 months,5,51+,California,Battery,Satisfied
CUST0841,8/7/2024,Sedan,Exceeded my expectations,2,18-25,Texas,Engine,Unsatisfied
CUST0842,9/29/2024,SUV,Brakes are not responsive,5,18-25,Ohio,None,Satisfied
CUST0843,10/21/2024,Sedan,Great design and technology features,4,18-25,New York,Transmission,Satisfied
CUST0844,6/5/2024,SUV,Great design and technology features,5,26-35,Michigan,AC,Satisfied
CUST0845,9/26/2024,Hybrid,AC stopped working after a week,5,18-25,California,AC,Satisfied
CUST0846,10/14/2024,Truck,Exceeded my expectations,5,36-50,Ohio,Other,Satisfied
CUST0847,3/24/2025,Sedan,Battery life could be better,5,26-35,Ohio,Other,Satisfied
CUST0848,9/11/2024,Hybrid,AC stopped working after a week,3,18-25,Texas,AC,Unsatisfied
